technology,Material,value,source,authors,publish_year,year_of_data
a-Si,Silicon,150.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
a-Si,Germanium,48.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
a-Si,Germanium,73.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
a-Si,Cadmium,6.61,liang_2022,"Fizaine, F., & Court, V.",2015,2015
a-Si,Chromium,634.0,liang_2022,"Fizaine, F., & Court, V.",2015,2015
a-Si,Indium,13.41,liang_2022,"Fizaine, F., & Court, V.",2015,2015
a-Si,Molybdenum,10.62,liang_2022,"Fizaine, F., & Court, V.",2015,2015
a-Si,Nickel,334.0,liang_2022,"Fizaine, F., & Court, V.",2015,2015
a-Si,Tellurium,7.8,liang_2022,"Fizaine, F., & Court, V.",2015,2015
a-Si,Tin,143.21,liang_2022,"Fizaine, F., & Court, V.",2015,2015
a-Si,Copper,100.5,liang_2022,"Fizaine, F., & Court, V.",2015,2019
a-Si,Germanium,73.0,liang_2022,"Fthenakis, V.",2009,2008
a-Si,Germanium,73.0,liang_2022,"Fthenakis, V.",2012,2010
a-Si,Germanium,42.0,liang_2022,"Fthenakis, V.",2009,2020
a-Si,Germanium,42.0,liang_2022,"Fthenakis, V.",2012,2020
a-Si,Copper,1005.0,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2018
a-Si,Indium,5.32,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2018
a-Si,Indium,5.32,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
a-Si,Tin,0.714,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
a-Si,Germanium,73.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
a-Si,Germanium,36.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
a-Si,Germanium,41.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
a-Si,Germanium,48.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
a-Si,Germanium,6.9,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2000
a-Si,Germanium,42.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2009
a-Si,Germanium,3.4,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2011
a-Si,Germanium,6.9,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2013
a-Si,Germanium,14.8,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2018
a-Si,Indium,4.0,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2015
a-Si,Germanium,73.0,liang_2022,"Wang, P., Chen, L. Y., Ge, J. P., Cai, W., & Chen, W. Q.",2019,2013
ASIGE,Copper,7000.0,wang_2023,BBF Associates 2011,2011,2010
ASIGE,Aluminum,31300.0,wang_2023,Bodeker et al 2010,2010,-1
ASIGE,Glass,53400.0,wang_2023,"Fthenakis et al., 2011",2011,-1
ASIGE,Steel,56000.0,wang_2023,IRENA 2017,2017,-1
ASIGE,Glass,70000.0,wang_2023,IRENA 2017,2017,-1
ASIGE,Copper,7000.0,wang_2023,IRENA 2017,2017,-1
ASIGE,Cement,4847.0,wang_2023,IRENA 2017,2017,-1
ASIGE,Cement,7520.0,wang_2023,IRENA 2017,2017,-1
ASIGE,Aluminum,15390.0,wang_2023,IRENA 2017,2017,-1
ASIGE,Steel,55900.0,wang_2023,Mason et al 2006,2006,-1
ASIGE,Copper,7530.0,wang_2023,Mason et al 2006,2006,-1
ASIGE,Cement,6775.0,wang_2023,Mason et al 2006,2006,-1
ASIGE,Cement,10512.0,wang_2023,Mason et al 2006,2006,-1
ASIGE,Aluminum,15390.0,wang_2023,Mason et al 2006,2006,-1
ASIGE,Glass,66700.0,wang_2023,"Rigby et al., 2011",2011,-1
Biomass,Nickel,8.0,wang_2023,Albers et al 1976,1976,-1
Biomass,Manganese,199.0,wang_2023,Albers et al 1976,1976,-1
Biomass,Copper,471.0,wang_2023,Albers et al 1976,1976,-1
Biomass,Nickel,11.0,wang_2023,El-Bassioni 1980,1980,-1
Biomass,Manganese,124.0,wang_2023,El-Bassioni 1980,1980,-1
Biomass,Copper,500.0,wang_2023,El-Bassioni 1980,1980,-1
Biomass,Copper,538.0,wang_2023,El-Bassioni 1980,1980,-1
Biomass,Steel,52000.0,wang_2023,Sullivan et al 2010,2010,-1
Biomass,Cement,16397.0,wang_2023,Sullivan et al 2010,2010,-1
Biomass,Cement,25440.0,wang_2023,Sullivan et al 2010,2010,-1
Biomass,Aluminum,1300.0,wang_2023,Sullivan et al 2010,2010,-1
Biomass,Nickel,10.0,wang_2023,White + Kulcinski 1998,1998,-1
Biomass,Manganese,112.0,wang_2023,White + Kulcinski 1998,1998,-1
Biomass,Copper,454.0,wang_2023,White + Kulcinski 1998,1998,-1
Bio CCS,Nickel,8.0,wang_2023,Albers et al 1976,1976,-1
Bio CCS,Manganese,199.0,wang_2023,Albers et al 1976,1976,-1
Bio CCS,Nickel,11.0,wang_2023,El-Bassioni 1980,1980,-1
Bio CCS,Manganese,124.0,wang_2023,El-Bassioni 1980,1980,-1
Bio CCS,Copper,600.0,wang_2023,El-Bassioni 1980,1980,-1
Bio CCS,Copper,645.0,wang_2023,El-Bassioni 1980,1980,-1
Bio CCS,Steel,79560.0,wang_2023,Sullivan et al 2010,2010,-1
Bio CCS,Cement,25087.0,wang_2023,Sullivan et al 2010,2010,-1
Bio CCS,Cement,38923.0,wang_2023,Sullivan et al 2010,2010,-1
Bio CCS,Aluminum,1300.0,wang_2023,Sullivan et al 2010,2010,-1
Bio CCS,Nickel,10.0,wang_2023,White + Kulcinski 1998,1998,-1
Bio CCS,Manganese,112.0,wang_2023,White + Kulcinski 1998,1998,-1
Bio CCS,Copper,545.0,wang_2023,White + Kulcinski 1998,1998,-1
CDTE,Copper,7000.0,wang_2023,BBF Associates 2011,2011,2010
CDTE,Aluminum,31300.0,wang_2023,Bodeker et al 2010,2010,-1
CdTe,Cadmium,35.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CdTe,Cadmium,50.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CdTe,Cadmium,85.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CdTe,Tellurium,35.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CdTe,Tellurium,95.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CdTe,Tellurium,52.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CdTe,Cadmium,138.0,liang_2022,"Davidsson, S., & Höök, M. ",2017,2014
CdTe,Tellurium,156.0,liang_2022,"Davidsson, S., & Höök, M. ",2017,2014
CdTe,Cadmium,85.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
CdTe,Tellurium,97.5,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
CdTe,Tellurium,97.5,liang_2022,"Fizaine, F. ",2013,2013
CdTe,Cadmium,85.0,liang_2022,"Fizaine, F. ",2013,2013
CdTe,Cadmium,244.26,liang_2022,"Fizaine, F., & Court, V.",2015,2015
CdTe,Chromium,61.0,liang_2022,"Fizaine, F., & Court, V.",2015,2015
CdTe,Lead,7.8,liang_2022,"Fizaine, F., & Court, V.",2015,2015
CdTe,Molybdenum,0.5,liang_2022,"Fizaine, F., & Court, V.",2015,2015
CdTe,Tellurium,242.87,liang_2022,"Fizaine, F., & Court, V.",2015,2015
CdTe,Copper,518.07,liang_2022,"Fizaine, F., & Court, V.",2015,2019
CDTE,Glass,53400.0,wang_2023,"Fthenakis et al., 2011",2011,-1
CdTe,Tellurium,176.0,liang_2022,"Fthenakis, V.",2009,2008
CdTe,Tellurium,106.0,liang_2022,"Fthenakis, V.",2012,2010
CdTe,Tellurium,55.0,liang_2022,"Fthenakis, V.",2009,2020
CdTe,Tellurium,56.0,liang_2022,"Fthenakis, V.",2012,2020
CDTE,Steel,56000.0,wang_2023,IRENA 2017,2017,-1
CDTE,Glass,70000.0,wang_2023,IRENA 2017,2017,-1
CDTE,Copper,7000.0,wang_2023,IRENA 2017,2017,-1
CDTE,Cement,4847.0,wang_2023,IRENA 2017,2017,-1
CDTE,Cement,7520.0,wang_2023,IRENA 2017,2017,-1
CDTE,Aluminum,15390.0,wang_2023,IRENA 2017,2017,-1
CdTe,Cadmium,80.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CdTe,Cadmium,17.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CdTe,Cadmium,62.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CdTe,Cadmium,138.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CdTe,Tellurium,90.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CdTe,Tellurium,19.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CdTe,Tellurium,70.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CdTe,Tellurium,156.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CdTe,Copper,5181.0,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2018
CdTe,Tellurium,70.0,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2018
CdTe,Tellurium,130.0,liang_2022,"Marwede, M., & Reller, A.",2012,2021
CDTE,Steel,55900.0,wang_2023,Mason et al 2006,2006,-1
CDTE,Copper,7530.0,wang_2023,Mason et al 2006,2006,-1
CDTE,Cement,6775.0,wang_2023,Mason et al 2006,2006,-1
CDTE,Cement,10512.0,wang_2023,Mason et al 2006,2006,-1
CDTE,Aluminum,15390.0,wang_2023,Mason et al 2006,2006,-1
CdTe,Tellurium,69.0,liang_2022,"McLellan, B. C., Yamasue, E., Tezuka, T., Corder, G., Golev, A., & Giurco, D.",2016,2013
CdTe,Tellurium,97.5,liang_2022,"McLellan, B. C., Yamasue, E., Tezuka, T., Corder, G., Golev, A., & Giurco, D.",2016,2016
CdTe,Cadmium,79.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CdTe,Cadmium,89.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CdTe,Cadmium,116.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CdTe,Tellurium,89.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CdTe,Tellurium,101.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CdTe,Tellurium,132.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CdTe,Cadmium,21.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CdTe,Cadmium,36.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CdTe,Cadmium,77.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CdTe,Tellurium,23.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CdTe,Tellurium,41.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CdTe,Tellurium,87.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CdTe,Tellurium,260.0,liang_2022,"Ravikumar, D., & Malghan, D.",2013,2007
CdTe,Tellurium,500.0,liang_2022,"Ravikumar, D., & Malghan, D.",2013,2007
CdTe,Tellurium,120.0,liang_2022,"Ravikumar, D., & Malghan, D.",2013,2010
CDTE,Glass,66700.0,wang_2023,"Rigby et al., 2011",2011,-1
CdTe,Cadmium,138.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2017,2015
CdTe,Cadmium,17.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2018,2015
CdTe,Cadmium,138.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2018,2015
CdTe,Tellurium,156.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2017,2015
CdTe,Tellurium,19.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2018,2015
CdTe,Tellurium,156.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2018,2015
CdTe,Cadmium,63.3,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2000
CdTe,Tellurium,55.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2009
CdTe,Cadmium,85.0,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2010
CdTe,Copper,42.8,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2010
CdTe,Tellurium,97.5,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2010
CdTe,Cadmium,49.2,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2011
CdTe,Molybdenum,100.5,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2011
CdTe,Tellurium,47.2,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2011
CdTe,Tin,6.6,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2011
CdTe,Cadmium,63.3,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2013
CdTe,Indium,15.9,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2013
CdTe,Tellurium,61.9,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2013
CdTe,Cadmium,65.2,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2018
CdTe,Tellurium,65.4,liang_2022,"Valero, A., Valero, A., Calvo, G., & Ortego, A.",2018,2018
CdTe,Indium,15.5,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2011
CdTe,Tellurium,99.7,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2011
CdTe,Cadmium,116.7,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2013
CdTe,Cadmium,63.8,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2025
CdTe,Indium,15.5,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2025
CdTe,Tellurium,43.1,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2025
CdTe,Cadmium,63.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2000
CdTe,Tellurium,63.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2000
CdTe,Cadmium,85.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2010
CdTe,Tellurium,98.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2010
CdTe,Tellurium,17.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2011
CdTe,Tellurium,74.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2011
CdTe,Tellurium,106.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2012
CdTe,Tellurium,69.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2012
CdTe,Cadmium,6.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
CdTe,Copper,1000.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
CdTe,Copper,5181.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
CdTe,Cadmium,138.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CdTe,Cadmium,62.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CdTe,Cadmium,17.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CdTe,Lead,8.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CdTe,Molybdenum,109.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CdTe,Tellurium,19.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CdTe,Tellurium,70.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CdTe,Tellurium,156.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CdTe,Tellurium,243.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CdTe,Tellurium,98.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2016
CdTe,Cadmium,84.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2017
CdTe,Tellurium,90.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2017
CdTe,Cadmium,244.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
CdTe,Cadmium,87.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
CdTe,Copper,3091.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
CdTe,Nickel,16.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
CdTe,Tellurium,92.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
CdTe,Cadmium,85.0,liang_2022,"Watari, T., McLellan, B. C., Ogata, S., & Tezuka, T. ",2018,2010
CdTe,Tellurium,97.5,liang_2022,"Watari, T., McLellan, B. C., Ogata, S., & Tezuka, T. ",2018,2010
CdTe,Cadmium,63.0,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2017
CdTe,Tellurium,47.0,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2017
CdTe,Cadmium,53.0,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2020
CdTe,Tellurium,41.0,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2020
CdTe,Cadmium,40.0,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2025
CdTe,Tellurium,34.0,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2025
CIGS,Copper,7000.0,wang_2023,BBF Associates 2011,2011,2010
CIGS,Aluminum,31300.0,wang_2023,Bodeker et al 2010,2010,-1
CIGS,Copper,20.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CIGS,Copper,22.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CIGS,Copper,24.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CIGS,Indium,10.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CIGS,Indium,15.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CIGS,Indium,27.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CIGS,Gallium,3.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CIGS,Gallium,4.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CIGS,Gallium,7.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CIGS,Selenium,22.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CIGS,Selenium,35.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CIGS,Selenium,60.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
CIGS,Gallium,9.0,liang_2022,"Davidsson, S., & Höök, M. ",2017,2014
CIGS,Indium,28.0,liang_2022,"Davidsson, S., & Höök, M. ",2017,2014
CIGS,Selenium,161.0,liang_2022,"Davidsson, S., & Höök, M. ",2017,2014
CIGS,Indium,6.3,liang_2022,"Duan, H., Wang, J., Liu, L., Huang, Q., & Li, J. ",2015,2008
CIGS,Indium,8.0,liang_2022,"Duan, H., Wang, J., Liu, L., Huang, Q., & Li, J. ",2015,2008
CIGS,Indium,11.0,liang_2022,"Duan, H., Wang, J., Liu, L., Huang, Q., & Li, J. ",2015,2008
CIGS,Gallium,7.5,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
CIGS,Indium,23.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
CIGS,Selenium,45.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
CIGS,Gallium,7.5,liang_2022,"Fizaine, F. ",2013,2013
CIGS,Gallium,2.34,liang_2022,"Fizaine, F. ",2013,2013
CIGS,Selenium,45.0,liang_2022,"Fizaine, F. ",2013,2013
CIGS,Selenium,9.56,liang_2022,"Fizaine, F. ",2013,2013
CIGS,Indium,22.5,liang_2022,"Fizaine, F. ",2013,2013
CIGS,Indium,18.99,liang_2022,"Fizaine, F. ",2013,2013
CIGS,Cadmium,265.0,liang_2022,"Fizaine, F., & Court, V.",2015,2015
CIGS,Gallium,124.0,liang_2022,"Fizaine, F., & Court, V.",2015,2015
CIGS,Indium,55.0,liang_2022,"Fizaine, F., & Court, V.",2015,2015
CIGS,Molybdenum,109.0,liang_2022,"Fizaine, F., & Court, V.",2015,2015
CIGS,Selenium,110.0,liang_2022,"Fizaine, F., & Court, V.",2015,2015
CIGS,Zinc,121.0,liang_2022,"Fizaine, F., & Court, V.",2015,2015
CIGS,Copper,450.0,liang_2022,"Fizaine, F., & Court, V.",2015,2019
CIGS,Glass,53400.0,wang_2023,"Fthenakis et al., 2011",2011,-1
CIGS,Indium,83.0,liang_2022,"Fthenakis, V.",2009,2008
CIGS,Indium,83.0,liang_2022,"Fthenakis, V.",2012,2010
CIGS,Indium,15.5,liang_2022,"Fthenakis, V.",2009,2020
CIGS,Indium,15.5,liang_2022,"Fthenakis, V.",2012,2020
CIGS,Indium,44155.0,liang_2022,"Fthenakis, V.",2009,2020
CIGS,Gallium,12.0,liang_2022,"Hashimoto, S., & Moriguchi, Y.",2013,2013
CIGS,Gallium,6.7,liang_2022,"Hashimoto, S., & Moriguchi, Y.",2013,2013
CIGS,Indium,63.25,liang_2022,"Hashimoto, S., & Moriguchi, Y.",2013,2013
CIGS,Indium,16.3,liang_2022,"Hashimoto, S., & Moriguchi, Y.",2013,2013
CIGS,Steel,56000.0,wang_2023,IRENA 2017,2017,-1
CIGS,Glass,70000.0,wang_2023,IRENA 2017,2017,-1
CIGS,Copper,7000.0,wang_2023,IRENA 2017,2017,-1
CIGS,Cement,4847.0,wang_2023,IRENA 2017,2017,-1
CIGS,Cement,7520.0,wang_2023,IRENA 2017,2017,-1
CIGS,Aluminum,15390.0,wang_2023,IRENA 2017,2017,-1
CIGS,Gallium,2.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CIGS,Gallium,4.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CIGS,Gallium,9.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CIGS,Indium,20.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CIGS,Indium,28.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CIGS,Indium,13.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CIGS,Indium,7.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CIGS,Selenium,90.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CIGS,Selenium,17.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CIGS,Selenium,41.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CIGS,Selenium,161.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
CIGS,Copper,450.0,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2018
CIGS,Gallium,4.0,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2018
CIGS,Indium,13.0,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2018
CIGS,Steel,55900.0,wang_2023,Mason et al 2006,2006,-1
CIGS,Copper,7530.0,wang_2023,Mason et al 2006,2006,-1
CIGS,Cement,6775.0,wang_2023,Mason et al 2006,2006,-1
CIGS,Cement,10512.0,wang_2023,Mason et al 2006,2006,-1
CIGS,Aluminum,15390.0,wang_2023,Mason et al 2006,2006,-1
CIGS,Indium,83.0,liang_2022,"McLellan, B. C., Yamasue, E., Tezuka, T., Corder, G., Golev, A., & Giurco, D.",2016,2010
CIGS,Indium,22.5,liang_2022,"McLellan, B. C., Yamasue, E., Tezuka, T., Corder, G., Golev, A., & Giurco, D.",2016,2016
